Make,Model,Variant,ExShowroomPrice,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,CylinderConfiguration,EmissionNorm,Engine_ocation,FuelSystem,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,CityMileage,HighwayMileage
,Mercedes-Benz Gls,350 Cdi,8820000,2987 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,100,Diesel,1850,520,1934,SUV,4,6.50,10.5
,Mercedes-Benz Gls,63 Amg,19199181,5461 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1850,5146,192,SUV,4,9.00,2
,Mercedes-Benz Gls,400 4Matic,8776900,2996 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1850,5146,192,SUV,4,9.00,2
,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1850,5146,192,SUV,4,9.00,2
,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,100,Diesel,1850,520,1934,SUV,4,6.50,10.5
Toyota,Land Cruiser Prado,Vx L,9630000,292 cc,4,4,4WD,In-line,BS IV,Front Longitudinal,Injection,87,Diesel,1880,4840,1885,SUV,5,7.00,11
Lexus,Rx 450H,450Hl Luxury,9900000,3456 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Transverse,Injection,65,Petrol,1700,5000,1895,SUV,4,18.80,
Audi,Rs5,Coupe,11141200,2894 cc,8,4,AWD (All Wheel Drive),In-line,BS IV,Front Transverse,Injection,58,Petrol,,4649,,Coupe,2,,
Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,78,Diesel,1479,520,2169,Sedan,4,13.50,16.46
Bmw,7-Series,730Ld Design Pure Excellence Signature,1200000,2993 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,78,Diesel,1479,520,2169,Sedan,4,13.50,16.46
Bmw,7-Series,730Ld M Sport,13510000,2993 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,78,Diesel,1479,520,2169,Sedan,4,13.50,16.46
Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,78,Petrol,1479,520,2169,Sedan,4,,
Bmw,7-Series,745Le Xdrive,16500000,2998 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,46,Hybrid,1481,219,212,Sedan,4,,
Bmw,7-Series,M760Li Xdrive,2250000,652 cc,2,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,78,Petrol,1481,219,212,Sedan,4,,
Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995 cc,4,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,85,Petrol,1740,502,1968,SUV,5,,
,Mercedes-Benz S-Class,S 350 D,13558438,2987 cc,6,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,90,Diesel,1494,5116,1899,Sedan,4,9.00,13.5
,Mercedes-Benz S-Class,S 450,13976653,2996 cc,6,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,70,Petrol,1494,246,1899,Sedan,4,5.40,7.81
,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,392 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1411,527,1899,Coupe,2,5.40,7.8
Maserati,Levante,Diesel,1452054,2987 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Diesel,1679,5003,2158,SUV,4,52.00,62
Maserati,Levante,Gransport,14863774,2979 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Diesel,1679,5003,2158,SUV,5,52.00,62
Maserati,Levante,Granlusson,15383399,2979 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Diesel,1679,5003,2158,SUV,5,52.00,62
,Mercedes-Benz G-Class,Amg G 63,21875136,392 cc,8,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,96,Petrol,1938,4763,1855,SUV,5,,
,Mercedes-Benz G-Class,G 350D,15000000,225 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,100,Diesel,1969,4817,1931,SUV,5,,
Audi,A8 L,55 Tfsi Quattro,15600000,2995 cc,8,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,2,Petrol,1485,532,1945,Sedan,4,,
Maserati,Granturismo,Sport,1229579,4691 cc,8,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,86,Petrol,1353,4881,1915,Coupe,2,4.60,5
Maserati,Quattroporte,Granlusso,17900000,2987 cc,6,4,RWD (Rear Wheel Drive),V,BS 6,Front Longitudinal,Injection,70,Diesel,1481,22,1948,Sports,4,52.00,62
Lexus,Lc 500H,Coupe,19600000,3456 cc,6,4,AWD (All Wheel Drive),V,BS IV,Front Transverse,Injection,2,Hybrid,1345,4770,120,Coupe,2,,
,Mercedes-Benz Maybach,S650,2730832,5980 cc,2,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1498,5453,1899,Sedan,4,,
,Mercedes-Benz Maybach,S560,19890000,4663 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1494,246,1899,Sedan,4,7.81,7.8
Porsche,Panamera,Turbo,2263000,3996 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,90,Petrol,127,5049,1937,Sedan,4,7.10,7.8
Porsche,Panamera,Turbo Executive,22613000,3996 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,90,Petrol,142,5199,1937,Sedan,4,7.10,7.8
Porsche,Panamera,Turbo Sport Turismo,21747000,3996 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,90,Petrol,142,5049,1937,Sedan,4,7.10,7.8
Lexus,Lx 450D,V8,2290000,4461 cc,,8,FWD (Front Wheel Drive),V,BS IV,Front Transverse,Injection,93,Diesel,1865,5080,1980,SUV,4,18.00,
,Mercedes-Benz S-Class Cabriolet,S500,23491293,4663 cc,8,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,80,Petrol,1417,527,1899,Convertible,2,5.40,7.81
Audi,R8,V10 Plus,2245000,204 cc,10,4,AWD (All Wheel Drive),V,BS IV,Mid Longitudinal,Injection,75,Petrol,22,4440,229,Coupe,2,7.80,7.8
Lamborghini,Urus,V8,30000000,3996 cc,8,8,AWD (All Wheel Drive),V,BS IV,,Injection,75,Petrol,1638,512,2181,SUV,5,,
Bentley,Continental Gt,Coupe,33791059,5998 cc,2,4,AWD (All Wheel Drive),W,BS IV,Front Longitudinal,Injection,90,Petrol,1401,4807,226,Coupe,2,5.30,8.6
Ferrari,Portofino,V8 Convertible,35000000,3855 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,2,Petrol,120,4569,1910,Convertible,2,6.00,9
Bentley,Bentayga,W2,45941557,5950 cc,2,4,AWD (All Wheel Drive),W,BS IV,Front Longitudinal,PGM - Fi,85,Petrol,172,5141,1998,SUV,5,96.00,13.1
Bentley,Bentayga,V8,3752069,3996 cc,2,4,AWD (All Wheel Drive),W,BS IV,Front Longitudinal,PGM - Fi,85,Petrol,172,5140,1998,SUV,5,,
Aston Martin,Db 11,V2,40456503,5198 cc,2,4,AWD (All Wheel Drive),V,,Rear Transverse,Injection,80,Petrol,250,4385,1865,Coupe,2,6.00,
Ferrari,458 Speciale,Coupe,42531500,4497 cc,8,4,AWD (All Wheel Drive),V,BS IV,Front Longitudinal,Injection,86,Petrol,203,4571,1951,Coupe,2,6.00,9
,Rolls-Royce Ghost Series Ii,6.6,46709733,6593 cc,2,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,2.5,Petrol,1550,5399,1948,Sedan,4,10.50,142
,Rolls-Royce Ghost Series Ii,Ewb,5247201,652 cc,2,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,2.5,Petrol,1550,5569,1948,Sedan,4,,
,Rolls-Royce Wraith,Coupe,50025840,652 cc,2,4,AWD (All Wheel Drive),V,BS IV,Front Transverse,Injection,83,Petrol,1507,269,1947,Coupe,2,4.70,102
Bentley,Mulsanne,Sedan,52571294,672 cc,8,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,90,Petrol,121,5575,208,Sedan,4,62.00,9.5
,Rolls-Royce Cullinan,Suv,69500000,6750 cc,2,4,AWD (All Wheel Drive),V,BS 6,Front Transverse,Injection,,Petrol,1835,5341,2000,SUV,5,,
,Rolls-Royce Phantom Coupe,6.8 L,7732661,6749 cc,2,4,RWD (Rear Wheel Drive),V,BS IV,Front Longitudinal,Injection,100,Petrol,1598,562,1987,Coupe,2,102.00,14.8
Bugatti,Chiron,W16,19212937,7993 cc,16,4,RWD (Rear Wheel Drive),W,BS 6,Mid Transverse,PGM - Fi,,Petrol,22,4544,2038,Sports,2,,
Bugatti,Chiron,Sport,212155397,7993 cc,16,4,RWD (Rear Wheel Drive),W,BS 6,Mid Transverse,PGM - Fi,,Petrol,22,4544,2038,Sports,2,,
Bajaj,Qute (Re60),Qcar,263000,216 cc,,1,RWD (Rear Wheel Drive),In-line,BS IV,Front Transverse,Injection,,Petrol,162,272,132,Hatchback,4,,
Bajaj,Qute (Re60),Qcar Cng,283000,216 cc,,1,RWD (Rear Wheel Drive),In-line,BS IV,Front Transverse,Injection,,CNG,162,272,132,Hatchback,4,,
Maruti Suzuki,Alto,Std,294800,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Std (O),299900,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Lxi,32900,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Lxi (O),357200,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Vxi,376100,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,CNG + Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,CNG + Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,Alto,Vxi Plus,389600,796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1475,3445,1490,Hatchback,5,,
Maruti Suzuki,S-Presso,Std,370500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Std (O),376500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Lxi,409000,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Lxi (O),415000,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi,42500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi (O),438500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi Ags,475500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi+,456000,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27,Petrol,1549,3565,120,Hatchback,5,,
Maruti Suzuki,Celerio,Lxi,426289,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,
Maruti Suzuki,Celerio,Vxi,465138,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Vxi At,508138,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Zxi,49024,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Zxi (Opt),531279,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Vxi Cng Mt,530000,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,CNG,1560,3600,1600,Hatchback,5,,
Maruti Suzuki,Celerio,Zxi Ags,53324,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Lxi Mt (O),434659,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,
Maruti Suzuki,Celerio,Vxi (O) Mt,42257,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Vxi (O) Ags,515257,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio,Zxi (O) Ags,543279,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Hyundai,Grand I10 Prime,Era T Crdi,551530,120 cc,3,4,FWD (Front Wheel Drive),,BS IV,Front Transverse,Injection,43,Diesel,120,3765,1660,Hatchback,5,24.00,24
Hyundai,Grand I10 Prime,Era T+ Crdi,568930,120 cc,3,4,FWD (Front Wheel Drive),,BS IV,Front Transverse,Injection,43,Diesel,120,3765,1660,Hatchback,5,24.00,24
Hyundai,Grand I10 Prime,Era T Vtvt,460369,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43,Petrol,120,3765,1660,Hatchback,5,18.90,19.77
Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43,Petrol,120,3765,1660,Hatchback,5,18.90,19.77
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43,CNG,120,3765,1660,Hatchback,5,,
Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43,CNG,120,3765,1660,Hatchback,5,,
Mahindra,Kuv100 Nxt,2 6Str,488194,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,2+ 6Str,52184,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,2 D 6Str,590798,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,2+ D 6Str,619243,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K4+ 6Str,579645,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K6+ 6Str,631144,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K8 6Str,693550,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K8 D 6Str,787304,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,701045,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,794800,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K4+ 5Str,573250,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K6+ 5Str,631146,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K8 5Str,687175,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,K4+ D 5Str,66082,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K6+ D 5Str,74828,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,K8 D 5Str,780884,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,2 D 5Str Taxi,550155,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,2 D 6Str Taxi,559741,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Diesel,1655,3700,1735,Hatchback,5,225.00,25.2
Mahindra,Kuv100 Nxt,2 5Str Cng Taxi,52432,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Mahindra,Kuv100 Nxt,2 6Str Cng Taxi,52913,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,35,Petrol,1655,3700,1735,Hatchback,5,15.50,18.15
Maruti Suzuki,Swift,Lxi,519000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,2.60,17
Maruti Suzuki,Swift,Vxi,619000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Vxi Amt,666000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zxi,678000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zxi Amt,725000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zxi Plus,758000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Ldi,599000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Vdi,698000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Vdi Amt,745000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zdi,757000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zdi Amt,804000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zdi Plus,838000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zxi Plus Amt,82000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,37,Petrol,1530,3840,1735,Hatchback,5,,
Maruti Suzuki,Swift,Zdi Plus Amt,884000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,37,Diesel,1530,3840,1735,Hatchback,5,,
Tata,Altroz,Xe Petrol,529000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,123,3990,1755,Hatchback,5,,
Tata,Altroz,Xm Petrol,615000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,123,3990,1755,Hatchback,5,,18
Tata,Altroz,Xt Petrol,684000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,123,3990,1755,Hatchback,5,,18
Tata,Altroz,Xz Petrol,744000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,123,3990,1755,Hatchback,5,,18
Tata,Altroz,Xz (O) Petrol,769000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,123,3990,1755,Hatchback,5,,18
Tata,Altroz,Xe Diesel,699000,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,123,3990,1755,Hatchback,5,,
Tata,Altroz,Xm Diesel,775000,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,123,3990,1755,Hatchback,5,,25
Tata,Altroz,Xt Diesel,844000,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,123,3990,1755,Hatchback,5,,25
Tata,Altroz,Xz Diesel,904000,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,123,3990,1755,Hatchback,5,,25
Tata,Altroz,Xz (O) Diesel,929000,1497 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,123,3990,1755,Hatchback,5,,25
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,62478,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS III,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,589678,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,689761,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS III,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,788177,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Sd Di 9 Seater Bsiii,2650777,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS III,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,62802,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,900967,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS III,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Vd Di 7 Seater Bsiii,1465148,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS III,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,52890,1994 cc,4,4,RWD (Rear Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,50,Diesel,1885,4440,,SUV,5,8.60,11.2
