Make,Model,Variant,ExShowroomPrice,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,CylinderConfiguration,EmissionNorm,Engine_ocation,FuelSystem,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,CityMileage,HighwayMileage
Tata,Nano Genx,Xm,22223,24 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,Rear Transverse,Injection,24,Petrol,162,3164,1750,Hatchback,5,23.60,
Tata,Nano Genx,Xma,314815,24 cc,2,2,RWD (Rear Wheel Drive),In-line,BS IV,Rear Transverse,Injection,24,Petrol,162,3164,1750,Hatchback,5,23.60,
Datsun,Redi-Go,D,279650,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,21.38,24
Datsun,Redi-Go,T,35182,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,21.38,24
Datsun,Redi-Go,A,333419,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,21.38,24
Datsun,Redi-Go,S,32000,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,21.38,24
Datsun,Redi-Go,1.0 S,390000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,,
Datsun,Redi-Go,1.0 S Amt,437065,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,28,Petrol,1541,329,1560,Hatchback,5,,
Renault,Kwid,Rxe 0.8,353290,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Std 0.8,283290,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Rxl 0.8,383290,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Rxt 0.8,413290,799 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1580,Hatchback,5,25.17,
Renault,Kwid,Rxt 1.0,433290,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Climber 1.0 Mt,454490,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Rxt Amt 1.0,463290,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Climber Amt 1.0,484490,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Rxt (O) 1.0,440990,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Rxt (O) Amt 1.0,470990,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Climber (O) Mt 1.0,42190,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Renault,Kwid,Climber (O) Amt 1.0,42190,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,
Maruti Suzuki,Eeco,5 Str,32136,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,40,Petrol,1800,3675,1475,MPV,5,2.00,15
Maruti Suzuki,Eeco,7 Str,380573,1196 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,40,Petrol,1800,3675,1475,MPV,5,2.00,15
Maruti Suzuki,Eeco,5 Str With Ac+Htr,32967,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,40,Petrol,1800,3675,1475,MPV,5,11.00,15
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,40,CNG,1800,3675,1475,MPV,5,,
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,40,CNG,1800,3675,1475,MPV,5,,
Maruti Suzuki,Alto K10,Lxi,377588,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1475,3545,1490,Hatchback,5,14.00,17
Maruti Suzuki,Alto K10,Vxi,394036,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1475,3545,1490,Hatchback,5,14.00,17
Maruti Suzuki,Alto K10,Lx,360843,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1475,3545,1490,Hatchback,5,19.00,24.07
Maruti Suzuki,Alto K10,Vxi (O),407238,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1460,320,1475,Hatchback,5,14.00,17
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,CNG,1475,3545,1490,Hatchback,5,,
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1475,3545,1490,Hatchback,5,14.00,17
Datsun,Go,D,374990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,,
Datsun,Go,T,468229,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,,
Datsun,Go,T (O),5242,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.60,
Datsun,Go,A (O),499990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.60,
Datsun,Go,A,469990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.60,
Datsun,Go,T Vdc,528464,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,,
Datsun,Go,T (O) Vdc,553015,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.60,
Datsun,Go,T Cvt,594464,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,,
Datsun,Go,T (O) Cvt,618015,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.60,
Maruti Suzuki,Celerio Tour,2,422444,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,
Maruti Suzuki,Celerio Tour,2 Cng,480670,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,60,CNG,1560,3695,1600,Hatchback,5,,
Hyundai,Santro,Era Mt,429990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Magna Mt,503990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Magna Mt Cng,547990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,CNG,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Magna Amt,530990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Sportz Mt,52990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Sportz Mt Cng,578990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,60,CNG,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Sportz Amt,570990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Hyundai,Santro,Asta Mt,556490,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3610,1645,Hatchback,4,,
Tata,Tiago,Revotron Xe,460000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3765,1677,Hatchback,5,,
Tata,Tiago,Revotron Xt,520000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23
Tata,Tiago,Revotron Xz,570000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23
Tata,Tiago,Revotron Xz Plus,599000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23
Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23
Tata,Tiago,Revotron Xza,620000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24
Tata,Tiago,Revotron Xza Plus,649000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24
Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24
Maruti Suzuki,Celerio X,Vxi (O),481074,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Vxi,475198,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Vxi Amt,518198,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Vxi Amt (O),524074,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Zxi,499734,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Zxi (O),540350,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Zxi Amt,52735,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Celerio X,Zxi Amt (O),52350,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,35,Petrol,1560,3600,1600,Hatchback,5,23.00,2
Maruti Suzuki,Ignis,Alpha 12 Amt,713898,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,
Maruti Suzuki,Ignis,Alpha 12 Mt,666898,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,
Maruti Suzuki,Ignis,Delta 12 Amt,607841,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,20.89
Maruti Suzuki,Ignis,Delta 12 Mt,560841,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,20.89
Maruti Suzuki,Ignis,Sigma 12 Mt,48320,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,
Maruti Suzuki,Ignis,Zeta 12 Amt,63020,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,15.10,
Maruti Suzuki,Ignis,Zeta 12 Mt,58320,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1595,3700,1690,Hatchback,5,20.89,
Renault,Triber,Rxe,495000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,40,Petrol,1643,3990,1739,MUV,5,,
Renault,Triber,Rxl,559000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,40,Petrol,1643,3990,1739,MUV,5,,
Renault,Triber,Rxt,609000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,40,Petrol,1643,3990,1739,MUV,5,,
Renault,Triber,Rxz,663000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,40,Petrol,1643,3990,1739,MUV,5,,
Premier,Rio,Gx,506000,1173 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Petrol,1730,3970,1570,SUV,5,13.00,16
Premier,Rio,Ex,56823,1489 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Diesel,1730,3970,1570,SUV,5,2.00,16
Premier,Rio,Glx,670000,1173 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Petrol,1730,3970,1570,SUV,5,13.00,16
Premier,Rio,Dx,603000,1489 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Diesel,1730,3970,1570,SUV,5,2.00,16
Premier,Rio,Lx,739000,1489 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Diesel,1730,3970,1570,SUV,5,2.00,16
Premier,Rio,Crdi4,739000,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,46,Diesel,1730,3970,1570,SUV,5,20.00,23.7
Toyota,Etios Liva,G,520300,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,17.71
Toyota,Etios Liva,V,581000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,18.16
Toyota,Etios Liva,Gd,647800,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.59
Toyota,Etios Liva,Vx,630000,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,17.71
Toyota,Etios Liva,Vxd,745000,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.08
Toyota,Etios Liva,Vd,704000,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.08
Toyota,Etios Liva,Dual Tone V,597700,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,18.16
Toyota,Etios Liva,Dual Tone Vd,720700,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.08
Toyota,Etios Liva,Dual Tone Vx,641700,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,17.71
Toyota,Etios Liva,Dual Tone Vxd,756700,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.08
Toyota,Etios Liva,Gx,558400,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,17.71
Toyota,Etios Liva,Gxd,686000,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.59
Toyota,Etios Liva,Vx Dual Tone Limited Edition,62700,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.10,17.71
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.30,23.08
Nissan,Micra Active,Xl,52521,1198 cc,3,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,41,Petrol,1530,3801,1665,Hatchback,5,,
Nissan,Micra Active,Xv,599950,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,41,Petrol,1530,3801,1665,Hatchback,5,19.49,
Nissan,Micra Active,Xl (O),563133,1198 cc,3,2,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,41,Petrol,1530,3801,1665,Hatchback,5,,
Tata,Bolt,Xt Diesel,787980,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Diesel,152,325,1695,Hatchback,5,295.00,
Tata,Bolt,Xe Diesel,661111,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Diesel,152,325,1695,Hatchback,5,295.00,
Tata,Bolt,Xm Diesel,693798,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Diesel,152,325,1695,Hatchback,5,295.00,
Tata,Bolt,Xms Diesel,719661,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Diesel,152,325,1695,Hatchback,5,295.00,
Tata,Bolt,Xt Petrol,674960,1193 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Petrol,152,325,1695,Hatchback,5,1757.00,
Tata,Bolt,Xe Petrol,529035,1193 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Petrol,152,325,1695,Hatchback,5,1757.00,
Tata,Bolt,Xm Petrol,590268,1193 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Petrol,152,325,1695,Hatchback,5,1757.00,
Tata,Bolt,Xms Petrol,614515,1193 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,44,Petrol,152,325,1695,Hatchback,5,1757.00,
Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,CNG + Petrol,120,3995,1660,Sedan,4,,
Hyundai,Xcent Prime,T,536859,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,Petrol,120,3995,1660,Sedan,4,,
Hyundai,Xcent Prime,T+,556130,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,Petrol,120,3995,1660,Sedan,4,,15.7
Hyundai,Xcent Prime,Cng T (Cng +,536859,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,CNG + Petrol,120,3995,1660,Sedan,4,,
Hyundai,Xcent Prime,T+ Crdi,639616,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,Diesel,120,3995,1660,Sedan,4,,
Hyundai,Xcent Prime,T Crdi,620297,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Longitudinal,Injection,43,Diesel,120,3995,1660,Sedan,4,,
Maruti Suzuki,Dzire Tour,Ldi,65323,248 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Diesel,1555,3995,1695,Sedan,4,14.60,19.8
Maruti Suzuki,Dzire Tour,Lxi,55323,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,Petrol,1555,3995,1695,Sedan,4,16.30,19.1
Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,2,CNG,1555,3995,1695,Sedan,4,,
Hyundai,Elite 20,Era 12,559693,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3995,1710,Hatchback,5,13.30,18.6
Hyundai,Elite 20,Era 1.4 Crdi,697803,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.40,2.54
Hyundai,Elite 20,Magna Plus,634950,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.30,18.5
Hyundai,Elite 20,Magna Plus Crdi,770803,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.40,2.54
Hyundai,Elite 20,Sportz Plus,721693,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.30,18.5
Hyundai,Elite 20,Sportz Plus Crdi Dual Tone,876103,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.40,2.54
Hyundai,Elite 20,Asta (O) 12,808993,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3995,1734,Hatchback,5,13.30,18.5
Hyundai,Elite 20,Asta (O) Crdi,934003,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.40,2.5
Hyundai,Elite 20,Asta (O) Cvt,920993,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.30,18.6
Hyundai,Elite 20,Sportz Plus Dual Tone,751693,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.30,18.5
Hyundai,Elite 20,Sportz Plus Cvt,831693,1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.30,18.5
Hyundai,Elite 20,Sportz Plus Crdi,846103,1396 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.40,2.54
Hyundai,Aura,E 12 Petrol,579900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,S 12 Petrol,655900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,S 12 Amt Petrol,705800,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,Sx 12 Petrol,729900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,Sx Plus 12 Amt Petrol,804800,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,Sx (O) 12 Petrol,785900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,S 12 Cng Petrol (Cng +,728900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,CNG + Petrol,120,3995,1680,Sedan,5,,20.5
Hyundai,Aura,Sx Plus 1.0 Petrol,854900,998 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Petrol,120,3995,1680,Sedan,5,,
Hyundai,Aura,S 12 Diesel,773800,1186 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,120,3995,1680,Sedan,5,,
Hyundai,Aura,S 12 Amt Diesel,823700,1186 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,120,3995,1680,Sedan,5,,
Hyundai,Aura,Sx Plus 12 Amt Diesel,922700,1186 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,120,3995,1680,Sedan,5,,
Hyundai,Aura,Sx (O) 12 Diesel,903800,1186 cc,,,FWD (Front Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,37,Diesel,120,3995,1680,Sedan,5,,
Volkswagen,Polo,Trendline 1.0L (P),52000,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1469,3971,162,Hatchback,5,14.00,16
Volkswagen,Polo,Comfortline 1.0 (P),676500,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1469,3971,162,Hatchback,5,14.00,16
Volkswagen,Polo,Highline Plus 1.0 (P),776500,999 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Petrol,1469,3971,162,Hatchback,5,14.00,16
Volkswagen,Polo,Trendline 1.5L (D),734500,1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,45,Diesel,1469,3971,162,Hatchback,5,19.00,20
